iter	Passed	Remaining
307	16838	92501
308	16886	92410
309	16932	92307
310	17001	92330
311	17041	92198
312	17079	92053
313	17112	91886
314	17151	91745
315	17185	91582
316	17223	91444
317	17284	91424
318	17342	91389
319	17404	91371
320	17469	91375
321	17544	91425
322	17582	91287
323	17617	91134
324	17669	91064
325	17739	91093
326	17793	91033
327	17844	90964
328	17914	90988
329	17987	91027
330	18056	91044
331	18180	91341
332	18248	91350
333	18316	91365
334	18378	91346
335	18445	91350
336	18506	91324
337	18573	91328
338	18628	91273
339	18686	91232
340	18742	91185
341	18808	91182
342	18884	91227
343	18951	91233
344	19026	91270
345	19099	91304
346	19164	91291
347	19228	91282
348	19297	91290
349	19353	91239
350	19417	91224
351	19474	91175
352	19534	91140
353	19607	91171
354	19683	91209
355	19739	91155
356	19792	91088
357	19858	91081
358	19922	91065
359	19985	91045
360	20045	91008
361	20106	90978
362	20164	90935
363	20229	90923
364	20287	90877
365	20354	90871
366	20419	90857
367	20481	90830
368	20546	90818
369	20607	90785
370	20673	90774
371	20743	90778
372	20785	90666
373	20848	90640
374	20913	90624
375	20965	90552
376	21025	90514
377	21088	90489
378	21153	90476
379	21213	90436
380	21270	90386
381	21309	90256
382	21346	90125
383	21384	89991
384	21422	89861
385	21458	89725
386	21516	89678
387	21578	89648
388	21638	89613
389	21703	89596
390	21765	89566
391	21831	89554
392	21895	89533
393	21959	89509
394	22024	89490
395	22096	89501
396	22188	89593
397	22277	89669
398	22362	89728
399	22428	89715
400	22515	89779
401	22659	90072
402	22729	90073
403	22811	90117
404	22888	90142
405	22971	90189
406	23058	90250
407	23138	90284
408	23218	90318
409	23276	90268
410	23355	90298
411	23443	90360
412	23518	90373
413	23589	90371
414	23676	90426
415	23765	90492
416	23861	90582
417	23946	90631
418	24020	90636
419	24078	90579
420	24163	90626
421	24235	90625
422	24307	90620
423	24354	90525
424	24398	90418
425	24444	90317
426	24503	90266
427	24576	90265
428	24652	90277
429	24726	90282
430	24785	90227
431	24849	90193
432	24916	90172
433	24991	90176
434	25074	90210
435	25142	90189
436	25234	90255
437	25319	90294
438	25391	90286
439	25464	90284
440	25535	90271
441	25691	90558
442	25770	90576
443	25852	90601
444	25918	90568
445	25966	90476
446	26011	90370
447	26103	90429
448	26172	90409
449	26252	90424
450	26336	90454
451	26418	90476
452	26467	90385
453	26519	90305
454	26575	90238
455	26622	90143
456	26662	90022
457	26709	89926
458	26756	89827
459	26796	89709
460	26836	89592
461	26872	89457
462	26914	89345
463	26960	89247
464	27002	89137
465	27042	89019
466	27077	88885
467	27113	88756
468	27157	88652
469	27192	88521
470	27227	88389
471	27264	88263
472	27303	88144
473	27347	88042
474	27382	87910
475	27419	87787
476	27472	87717
477	27539	87687
478	27596	87629
479	27654	87573
480	27702	87485
481	27752	87402
482	27803	87325
483	27848	87229
484	27888	87115
485	27924	86989
486	27965	86882
487	28012	86791
488	28055	86690
489	28094	86576
490	28136	86473
491	28183	86382
492	28228	86287
493	28269	86180
494	28332	86142
495	28412	86153
496	28483	86138
497	28535	86064
498	28587	85992
499	28629	85888
500	28673	85790
501	28713	85684
502	28753	85573
503	28795	85472
504	28832	85356
505	28880	85272
506	28925	85178
507	28964	85067
508	29010	84980
509	29051	84874
510	29095	84782
511	29142	84696
512	29209	84666
513	29273	84631
514	29333	84584
515	29370	84467
516	29416	84381
517	29486	84361
518	29548	84317
519	29616	84294
520	29681	84258
521	29734	84190
522	29768	84067
523	29803	83949
524	29839	83836
525	29879	83730
526	29925	83645
527	29981	83585
528	30047	83552
529	30123	83550
530	30206	83566
531	30290	83584
532	30360	83561
533	30425	83528
534	30499	83516
535	30566	83486
536	30630	83450
537	30679	83371
538	30716	83258
539	30751	83143
540	30797	83057
541	30835	82947
542	30873	82841
543	30910	82730
544	30947	82620
545	30988	82522
546	31027	82418
547	31057	82291
548	31091	82174
549	31125	82059
550	31168	81965
551	31206	81861
552	31239	81743
553	31271	81622
554	31307	81512
555	31342	81401
556	31392	81327
557	31428	81218
558	31459	81097
559	31496	80990
560	31534	80886
561	31574	80790
562	31610	80681
563	31645	80572
564	31681	80464
565	31714	80352
566	31749	80241
567	31790	80147
568	31826	80041
569	31860	79930
570	31896	79825
571	31941	79742
572	31975	79631
573	32011	79527
574	32045	79417
575	32080	79310
576	32128	79236
577	32163	79129
578	32203	79034
579	32238	78928
580	32272	78821
581	32315	78734
582	32349	78625
583	32386	78526
584	32423	78425
585	32458	78321
586	32506	78249
587	32544	78150
588	32578	78044
589	32619	77954
590	32654	77850
591	32697	77766
592	32737	77674
593	32771	77569
594	32808	77472
595	32841	77365
596	32885	77283
597	32927	77197
598	32962	77096
599	33004	77009
600	33039	76908
601	33076	76812
602	33116	76722
603	33149	76617
604	33182	76511
605	33216	76409
606	33253	76313
607	33292	76223
608	33327	76121
609	33360	76018
610	33393	75914
611	33428	75814
612	33460	75709
613	33499	75618
614	33538	75529
615	33574	75432
616	33629	75379
617	33661	75275
618	33696	75177
619	33734	75086
620	33767	74984
621	33798	74877
622	33833	74781
623	33865	74678
624	33906	74595
625	33942	74500
626	33975	74399
627	34011	74304
628	34048	74212
629	34089	74132
630	34128	74044
631	34166	73954
632	34200	73858
633	34234	73761
634	34332	73801
635	34370	73712
636	34409	73626
637	34454	73552
638	34488	73457
639	34524	73364
640	34558	73267
641	34593	73173
642	34630	73085
643	34674	73010
644	34712	72923
645	34746	72828
646	34781	72735
647	34815	72640
648	34860	72566
649	34898	72481
650	34934	72391
651	34975	72311
652	35008	72215
653	35046	72129
654	35088	72051
655	35120	71954
656	35149	71850
657	35187	71765
658	35230	71690
659	35265	71600
660	35302	71513
661	35339	71425
662	35372	71331
663	35414	71255
664	35451	71170
665	35486	71080
666	35520	70988
667	35556	70900
668	35588	70803
669	35621	70711
670	35662	70634
671	35700	70550
672	35734	70459
673	35767	70367
674	35800	70275
675	35837	70190
676	35876	70109
677	35906	70013
678	35941	69925
679	35977	69837
680	36012	69751
681	36054	69678
682	36089	69590
683	36124	69502
684	36160	69416
685	36193	69327
686	36230	69244
687	36274	69175
688	36309	69087
689	36350	69013
690	36383	68922
691	36420	68840
692	36466	68775
693	36505	68697
694	36543	68617
695	36578	68531
696	36614	68448
697	36655	68374
698	36692	68293
699	36728	68209
700	36763	68125
701	36800	68043
702	36845	67978
703	36879	67891
704	36914	67806
705	36956	67735
706	36994	67656
707	37039	67591
708	37073	67506
709	37107	67420
710	37143	67338
711	37178	67255
712	37217	67178
713	37251	67094
714	37286	67011
715	37320	66927
716	37359	66850
717	37402	66782
718	37433	66693
719	37469	66613
720	37503	66527
721	37535	66441
722	37577	66370
723	37612	66289
724	37649	66210
725	37682	66125
726	37716	66041
727	37752	65963
728	37791	65889
729	37826	65808
730	37862	65727
731	37906	65663
732	37948	65594
733	38010	65559
734	38055	65497
735	38093	65420
736	38138	65357
737	38190	65305
738	38233	65239
739	38279	65179
740	38322	65111
741	38381	65072
742	38421	65001
743	38465	64936
744	38508	64870
745	38555	64810
746	38610	64765
747	38654	64699
748	38699	64637
749	38747	64579
750	38801	64531
751	38848	64472
752	38893	64409
753	38954	64373
754	39032	64364
755	39102	64342
756	39165	64309
757	39222	64267
758	39276	64218
759	39319	64153
760	39361	64084
761	39413	64034
762	39451	63960
763	39487	63882
764	39522	63803
765	39561	63732
766	39604	63666
767	39640	63590
768	39679	63518
769	39722	63452
770	39772	63397
771	39855	63397
772	39900	63335
773	39947	63275
774	39999	63225
775	40047	63168
776	40092	63105
777	40141	63050
778	40198	63006
779	40243	62945
780	40290	62885
781	40340	62831
782	40397	62788
783	40445	62731
784	40488	62667
785	40534	62607
786	40587	62557
787	40629	62490
788	40668	62420
789	40709	62353
790	40751	62286
791	40793	62220
792	40845	62170
793	40896	62117
794	40961	62085
795	41015	62038
796	41088	62019
797	41144	61973
798	41205	61937
799	41258	61887
800	41300	61822
801	41336	61747
802	41373	61674
803	41423	61619
804	41467	61557
805	41500	61478
806	41533	61400
807	41569	61325
808	41628	61284
809	41667	61215
810	41704	61142
811	41739	61066
812	41773	60990
813	41805	60910
814	41845	60842
815	41881	60769
816	41920	60700
817	41952	60620
818	41988	60547
819	42023	60472
820	42060	60401
821	42096	60328
822	42130	60251
823	42162	60174
824	42198	60100
825	42240	60036
826	42276	59964
827	42310	59889
828	42344	59813
829	42377	59736
830	42427	59684
831	42457	59604
832	42492	59529
833	42527	59456
834	42558	59377
835	42600	59314
836	42637	59243
837	42670	59168
838	42704	59094
839	42738	59019
840	42769	58942
841	42809	58875
842	42894	58871
843	42930	58800
844	42960	58721
845	42994	58647
846	43032	58579
847	43065	58503
848	43096	58426
849	43128	58350
850	43160	58273
851	43193	58200
852	43232	58132
853	43262	58054
854	43295	57980
855	43329	57908
856	43360	57831
857	43394	57758
858	43432	57691
859	43464	57616
860	43498	57542
861	43529	57467
862	43564	57396
863	43602	57328
864	43635	57256
865	43667	57181
866	43701	57109
867	43731	57032
868	43763	56958
869	43800	56890
870	43835	56820
871	43873	56753
872	43908	56683
873	43942	56612
874	43983	56550
875	44014	56475
876	44048	56403
877	44080	56331
878	44113	56259
879	44150	56191
880	44194	56134
881	44229	56063
882	44265	55995
883	44297	55923
884	44330	55851
885	44371	55789
886	44404	55718
887	44436	55646
888	44473	55579
889	44507	55509
890	44537	55434
891	44575	55369
892	44613	55304
893	44646	55233
894	44681	55164
895	44717	55098
896	44759	55038
897	44794	54970
898	44825	54897
899	44860	54829
900	44893	54759
901	44925	54687
902	44956	54615
903	44993	54550
904	45028	54482
905	45059	54410
906	45092	54339
907	45127	54272
908	45157	54198
909	45194	54134
910	45231	54069
911	45262	53997
912	45293	53925
913	45330	53860
914	45362	53790
915	45404	53732
916	45443	53670
917	45475	53600
918	45504	53525
919	45545	53466
920	45597	53420
921	45635	53357
922	45671	53291
923	45702	53221
924	45737	53154
925	45783	53101
926	45817	53033
927	45848	52962
928	45881	52895
929	45916	52828
930	45961	52774
931	45995	52707
932	46033	52644
933	46077	52589
934	46130	52544
935	46200	52518
936	46262	52483
937	46337	52462
938	46414	52445
939	46482	52416
940	46541	52377
941	46611	52351
942	46664	52305
943	46728	52272
944	46795	52242
945	46853	52202
946	46912	52163
947	46973	52126
948	47031	52086
949	47090	52047
950	47147	52006
951	47217	51979
952	47259	51921
953	47295	51856
954	47329	51790
955	47369	51729
956	47401	51661
957	47433	51592
958	47467	51526
959	47499	51457
960	47532	51390
961	47571	51329
962	47605	51264
963	47638	51196
964	47673	51132
965	47707	51066
966	47742	51000
967	47781	50940
968	47814	50874
969	47851	50811
970	47900	50761
971	47952	50714
972	47999	50663
973	48037	50602
974	48072	50537
975	48109	50475
976	48143	50410
977	48181	50349
978	48225	50294
979	48258	50227
980	48292	50163
981	48329	50100
982	48370	50043
983	48407	49981
984	48441	49916
985	48475	49851
986	48512	49790
987	48549	49728
988	48583	49663
989	48622	49604
990	48653	49537
991	48688	49474
992	48734	49422
993	48768	49356
994	48806	49296
995	48838	49230
996	48868	49162
997	48900	49096
998	48942	49040
999	48975	48975
1000	49010	48912
1001	49044	48848
1002	49075	48781
1003	49106	48715
1004	49141	48652
1005	49179	48593
1006	49213	48529
1007	49247	48465
1008	49279	48400
1009	49312	48336
1010	49351	48277
1011	49388	48217
1012	49420	48152
1013	49454	48089
1014	49486	48023
1015	49518	47958
1016	49548	47891
1017	49585	47832
1018	49620	47770
1019	49654	47706
1020	49685	47641
1021	49718	47577
1022	49752	47515
1023	49792	47458
1024	49830	47399
1025	49866	47339
1026	49898	47274
1027	49934	47213
1028	49969	47153
1029	50003	47090
1030	50039	47029
1031	50073	46968
1032	50109	46907
1033	50144	46847
1034	50185	46790
1035	50219	46729
1036	50256	46670
1037	50291	46608
1038	50326	46548
1039	50368	46494
1040	50400	46430
1041	50436	46370
1042	50471	46309
1043	50501	46244
1044	50539	46186
1045	50578	46129
1046	50613	46069
1047	50650	46011
1048	50688	45953
1049	50722	45892
1050	50789	45860
1051	50821	45797
1052	50851	45732
1053	50885	45671
1054	50920	45610
1055	50956	45552
1056	50990	45491
1057	51022	45428
1058	51054	45365
1059	51089	45306
1060	51121	45243
1061	51156	45183
1062	51190	45122
1063	51222	45060
1064	51253	44996
1065	51288	44937
1066	51322	44877
1067	51358	44818
1068	51391	44757
1069	51425	44697
1070	51454	44632
1071	51491	44574
1072	51524	44514
1073	51560	44454
1074	51596	44397
1075	51631	44337
1076	51661	44274
1077	51696	44215
1078	51726	44152
1079	51762	44094
1080	51799	44036
1081	51833	43976
1082	51869	43918
1083	51906	43861
1084	51951	43811
1085	51986	43753
1086	52021	43694
1087	52057	43636
1088	52090	43576
1089	52129	43520
1090	52169	43467
1091	52201	43405
1092	52239	43349
1093	52273	43290
1094	52308	43232
1095	52355	43183
1096	52389	43124
1097	52421	43064
1098	52458	43007
1099	52492	42948
1100	52534	42895
1101	52568	42836
1102	52600	42776
1103	52637	42720
1104	52674	42663
1105	52705	42602
1106	52751	42553
1107	52782	42492
1108	52814	42432
1109	52847	42373
1110	52879	42313
1111	52915	42255
1112	53000	42238
1113	53037	42182
1114	53074	42126
1115	53111	42070
1116	53153	42018
1117	53187	41960
1118	53219	41900
1119	53256	41844
1120	53297	41791
1121	53332	41733
1122	53366	41676
1123	53400	41618
1124	53432	41558
1125	53469	41503
1126	53502	41444
1127	53536	41386
1128	53568	41326
1129	53602	41268
1130	53634	41210
1131	53677	41158
1132	53731	41116
1133	53774	41065
1134	53812	41011
1135	53861	40965
1136	53902	40912
1137	53943	40860
1138	53987	40810
1139	54025	40755
1140	54067	40704
1141	54112	40655
1142	54149	40600
1143	54197	40553
1144	54241	40503
1145	54296	40461
1146	54341	40412
1147	54389	40365
1148	54435	40317
1149	54483	40270
1150	54534	40225
1151	54581	40177
1152	54629	40130
1153	54674	40081
1154	54726	40037
1155	54769	39987
1156	54813	39937
1157	54855	39886
1158	54903	39839
1159	54948	39790
1160	54987	39737
1161	55027	39684
1162	55068	39632
1163	55115	39584
1164	55157	39533
1165	55194	39478
1166	55229	39422
1167	55262	39364
1168	55299	39310
1169	55356	39270
1170	55388	39212
1171	55422	39155
1172	55455	39098
1173	55497	39047
1174	55541	38997
1175	55584	38946
1176	55630	38899
1177	55676	38850
1178	55723	38803
1179	55766	38752
1180	55850	38730
1181	55945	38716
1182	56010	38682
1183	56055	38633
1184	56108	38589
1185	56185	38562
1186	56273	38542
1187	56344	38511
1188	56409	38476
1189	56469	38437
1190	56512	38386
1191	56556	38336
1192	56657	38325
1193	56797	38340
1194	56863	38305
1195	56938	38276
1196	56990	38231
1197	57032	38180
1198	57075	38129
1199	57118	38078
1200	57156	38024
1201	57224	37991
1202	57285	37952
1203	57349	37915
1204	57417	37881
1205	57480	37843
1206	57532	37799
1207	57574	37747
1208	57623	37700
1209	57668	37651
1210	57716	37603
1211	57752	37548
1212	57789	37493
1213	57827	37440
1214	57858	37381
1215	57904	37332
1216	57942	37279
1217	57976	37222
1218	58012	37167
1219	58047	37112
1220	58089	37061
1221	58124	37005
1222	58157	36948
1223	58194	36894
1224	58228	36838
1225	58259	36780
1226	58305	36731
1227	58342	36678
1228	58377	36622
1229	58416	36569
1230	58453	36515
1231	58500	36467
1232	58555	36424
1233	58612	36383
1234	58668	36341
1235	58726	36300
1236	58776	36254
1237	58831	36211
1238	58870	36158
1239	58909	36105
1240	58944	36050
1241	58979	35995
1242	59014	35940
1243	59055	35889
1244	59101	35840
1245	59140	35788
1246	59182	35737
1247	59222	35685
1248	59267	35636
1249	59366	35619
1250	59406	35567
1251	59445	35515
1252	59491	35466
1253	59534	35416
1254	59568	35361
1255	59604	35307
1256	59638	35251
1257	59673	35196
1258	59716	35146
1259	59752	35092
1260	59788	35038
1261	59827	34986
1262	59862	34931
1263	59899	34878
1264	59942	34828
1265	59975	34772
1266	60012	34718
1267	60049	34665
1268	60092	34615
1269	60129	34562
1270	60168	34510
1271	60202	34455
1272	60242	34404
1273	60312	34369
1274	60354	34319
1275	60393	34266
1276	60430	34213
1277	60467	34161
1278	60505	34108
1279	60542	34055
1280	60579	34001
1281	60614	33948
1282	60658	33898
1283	60692	33843
1284	60729	33791
1285	60762	33736
1286	60795	33680
1287	60836	33630
1288	60871	33576
1289	60902	33519
1290	60938	33466
1291	60969	33410
1292	61003	33356
1293	61047	33306
1294	61080	33252
1295	61113	33197
1296	61150	33144
1297	61182	33089
1298	61223	33038
1299	61261	32986
1300	61298	32934
1301	61333	32880
1302	61368	32827
1303	61405	32774
1304	61440	32721
1305	61474	32667
1306	61510	32614
1307	61542	32559
1308	61576	32505
1309	61617	32455
1310	61658	32404
1311	61691	32350
1312	61725	32296
1313	61765	32246
1314	61807	32196
1315	61843	32143
1316	61884	32093
1317	61920	32040
1318	61956	31988
1319	61994	31936
1320	62035	31886
1321	62073	31835
1322	62106	31780
1323	62144	31729
1324	62192	31682
1325	62225	31628
1326	62260	31575
1327	62298	31524
1328	62333	31471
1329	62381	31425
1330	62416	31372
1331	62453	31320
1332	62491	31269
1333	62526	31216
1334	62571	31168
1335	62612	31118
1336	62645	31065
1337	62676	31010
1338	62710	30957
1339	62753	30908
1340	62787	30855
1341	62828	30805
1342	62862	30752
1343	62894	30698
1344	62932	30647
1345	62969	30595
1346	63002	30542
1347	63037	30490
1348	63073	30437
1349	63117	30390
1350	63150	30336
1351	63181	30282
1352	63214	30228
1353	63249	30176
1354	63285	30124
1355	63326	30075
1356	63359	30022
1357	63390	29968
1358	63423	29914
1359	63456	29861
1360	63494	29811
1361	63530	29759
1362	63560	29705
1363	63593	29651
1364	63658	29613
1365	63700	29565
1366	63739	29514
1367	63773	29462
1368	63809	29411
1369	63844	29359
1370	63884	29309
1371	63921	29258
1372	63955	29206
1373	63991	29154
1374	64024	29102
1375	64059	29050
1376	64105	29003
1377	64142	28952
1378	64179	28901
1379	64213	28849
1380	64247	28797
1381	64289	28748
1382	64324	28697
1383	64358	28645
1384	64394	28593
1385	64427	28541
1386	64469	28493
1387	64505	28441
1388	64538	28389
1389	64576	28339
1390	64609	28287
1391	64647	28236
1392	64686	28187
1393	64719	28134
1394	64752	28082
1395	64783	28029
1396	64817	27977
1397	64849	27925
1398	64888	27875
1399	64922	27823
1400	64958	27773
1401	64995	27722
1402	65029	27671
1403	65072	27623
1404	65106	27571
1405	65138	27519
1406	65173	27468
1407	65206	27416
1408	65240	27364
1409	65275	27313
1410	65315	27264
1411	65351	27214
1412	65385	27163
1413	65418	27111
1414	65452	27059
1415	65485	27008
1416	65519	26956
1417	65557	26907
1418	65598	26858
1419	65631	26807
1420	65666	26756
1421	65705	26707
1422	65762	26665
1423	65824	26625
1424	65881	26583
1425	65936	26541
1426	65979	26493
1427	66015	26443
1428	66048	26391
1429	66082	26340
1430	66117	26289
1431	66146	26236
1432	66190	26189
1433	66224	26138
1434	66258	26087
1435	66292	26036
1436	66327	25986
1437	66369	25938
1438	66405	25888
1439	66436	25836
1440	66472	25786
1441	66516	25739
1442	66580	25700
1443	66636	25657
1444	66682	25611
1445	66719	25561
1446	66760	25513
1447	66796	25463
1448	66826	25411
1449	66863	25361
1450	66902	25313
1451	66942	25264
1452	66973	25213
1453	67007	25162
1454	67040	25111
1455	67079	25062
1456	67122	25015
1457	67153	24963
1458	67186	24913
1459	67219	24861
1460	67251	24810
1461	67293	24763
1462	67332	24714
1463	67408	24679
1464	67464	24637
1465	67498	24586
1466	67540	24539
1467	67576	24489
1468	67611	24439
1469	67643	24388
1470	67675	24337
1471	67714	24288
1472	67753	24240
1473	67787	24190
1474	67821	24139
1475	67853	24088
1476	67885	24037
1477	67919	23987
1478	67957	23939
1479	67992	23889
1480	68025	23838
1481	68108	23805
1482	68155	23760
1483	68187	23709
1484	68222	23659
1485	68255	23609
1486	68285	23557
1487	68320	23508
1488	68355	23458
1489	68391	23409
1490	68425	23359
1491	68461	23309
1492	68493	23259
1493	68531	23210
1494	68567	23161
1495	68599	23111
1496	68631	23060
1497	68664	23010
1498	68734	22972
1499	68809	22936
1500	68849	22888
1501	68881	22838
1502	68913	22787
1503	68948	22738
1504	68983	22688
1505	69016	22638
1506	69048	22588
1507	69077	22537
1508	69110	22487
1509	69147	22438
1510	69182	22389
1511	69219	22340
1512	69253	22291
1513	69285	22240
1514	69318	22191
1515	69361	22144
1516	69397	22095
1517	69430	22045
1518	69474	21999
1519	69514	21951
1520	69561	21906
1521	69603	21859
1522	69645	21812
1523	69683	21764
1524	69724	21717
1525	69768	21671
1526	69808	21623
1527	69850	21576
1528	69889	21528
1529	69932	21482
1530	69978	21437
1531	70021	21390
1532	70062	21343
1533	70107	21297
1534	70147	21249
1535	70192	21203
1536	70234	21157
1537	70276	21110
1538	70316	21062
1539	70358	21016
1540	70409	20972
1541	70448	20924
1542	70488	20876
1543	70527	20829
1544	70564	20781
1545	70608	20734
1546	70647	20687
1547	70683	20638
1548	70723	20591
1549	70761	20543
1550	70808	20498
1551	70847	20450
1552	70885	20402
1553	70927	20356
1554	70958	20306
1555	70993	20257
1556	71029	20209
1557	71061	20160
1558	71091	20109
1559	71124	20060
1560	71157	20011
1561	71193	19963
1562	71230	19915
1563	71272	19868
1564	71312	19821
1565	71350	19773
1566	71400	19729
1567	71443	19683
1568	71483	19636
1569	71523	19589
1570	71564	19542
1571	71608	19496
1572	71648	19449
1573	71686	19401
1574	71727	19355
1575	71767	19308
1576	71815	19263
1577	71856	19216
1578	71894	19168
1579	71935	19122
1580	71975	19075
1581	72015	19028
1582	72065	18983
1583	72104	18936
1584	72144	18889
1585	72184	18842
1586	72226	18796
1587	72276	18751
1588	72314	18704
1589	72356	18657
1590	72396	18611
1591	72437	18564
1592	72483	18518
1593	72514	18469
1594	72554	18422
1595	72597	18376
1596	72648	18332
1597	72702	18289
1598	72753	18245
1599	72813	18203
1600	72864	18159
1601	72923	18116
1602	72964	18070
1603	73002	18023
1604	73034	17974
1605	73065	17925
1606	73108	17879
1607	73141	17830
1608	73170	17781
1609	73203	17732
1610	73234	17683
1611	73268	17635
1612	73312	17589
1613	73353	17543
1614	73396	17497
1615	73436	17450
1616	73473	17402
1617	73521	17357
1618	73562	17311
1619	73605	17265
1620	73648	17219
1621	73696	17174
1622	73738	17128
1623	73780	17082
1624	73819	17035
1625	73863	16989
1626	73910	16944
1627	73945	16896
1628	73981	16848
1629	74017	16801
1630	74050	16753
1631	74092	16707
1632	74127	16659
1633	74160	16611
1634	74196	16563
1635	74232	16516
1636	74273	16469
1637	74310	16422
1638	74343	16374
1639	74381	16327
1640	74417	16280
1641	74457	16233
1642	74491	16185
1643	74526	16138
1644	74559	16090
1645	74592	16042
1646	74627	15994
1647	74664	15947
1648	74696	15899
1649	74730	15851
1650	74760	15803
1651	74791	15755
1652	74822	15706
1653	74862	15660
1654	74894	15612
1655	74932	15565
1656	74978	15520
1657	75025	15475
1658	75076	15431
1659	75117	15385
1660	75154	15338
1661	75187	15290
1662	75219	15242
1663	75258	15196
