iter	Logloss
171	0.2544554534
172	0.254340446
173	0.2542652635
174	0.2541935238
175	0.2540294448
176	0.2539480618
177	0.2538865807
178	0.2537735231
179	0.2536663773
180	0.2535768079
181	0.2532448829
182	0.2531520045
183	0.2528729475
184	0.2525296998
185	0.2521029034
186	0.2520016265
187	0.2518724256
188	0.2516935358
189	0.2515395716
190	0.2513283694
191	0.2512337494
192	0.2511586935
193	0.2507460405
194	0.2505743765
195	0.2504960578
196	0.2504144748
197	0.2503544544
198	0.2502565685
199	0.2501540443
200	0.2499647569
201	0.249584859
202	0.2494632233
203	0.2491493096
204	0.2488947585
205	0.2488047686
206	0.2485969533
207	0.2483094557
208	0.2478152404
209	0.2475295848
210	0.2474010563
211	0.247008257
212	0.2466294973
213	0.2462024232
214	0.2460887231
215	0.2459890636
216	0.2459139907
217	0.2455645366
218	0.2454845232
219	0.2453765515
220	0.2452737801
221	0.2449671413
222	0.2447869135
223	0.2446673586
224	0.2445970354
225	0.2445166423
226	0.2444104601
227	0.244336857
228	0.2441514848
229	0.2440958568
230	0.2438949837
231	0.2437255619
232	0.243678415
233	0.2435098323
234	0.24344124
235	0.2433457901
236	0.2432640499
237	0.2431857155
238	0.2428700833
239	0.2427681821
240	0.2425008182
241	0.2419278442
242	0.2418356329
243	0.2417562498
244	0.241684658
245	0.2416147375
246	0.2415524612
247	0.2413394092
248	0.2412505368
249	0.2410236321
250	0.2409331128
251	0.2406492732
252	0.2403727793
253	0.2402633771
254	0.2401758493
255	0.2400781091
256	0.2400027339
257	0.2399218613
258	0.2397456777
259	0.2396775625
260	0.2394505871
261	0.2393239479
262	0.2392579368
263	0.2391549782
264	0.2390782219
265	0.2389734178
266	0.2389000235
267	0.2388428418
268	0.2383359368
269	0.2382596941
270	0.2380598626
271	0.2379785846
272	0.2377908523
273	0.2376918075
274	0.2374791138
275	0.23740469
276	0.2372713104
277	0.237217761
278	0.2370017101
279	0.2365371357
280	0.2364681422
281	0.2363889655
282	0.2363051488
283	0.2362121289
284	0.2361083675
285	0.2360212434
286	0.2359277294
287	0.2356756864
288	0.2355339096
289	0.2354459154
290	0.2352837652
291	0.2352211076
292	0.2351395526
293	0.2348772481
294	0.2346518218
295	0.2345910059
296	0.2345164929
297	0.2342811954
298	0.2341326188
299	0.2339702924
300	0.2339044302
301	0.2338441921
302	0.2337556524
303	0.233601157
304	0.2335138741
305	0.2333289905
306	0.233235455
307	0.2331509405
308	0.2330821286
309	0.232902824
310	0.2327875446
311	0.2327155097
312	0.2326572747
313	0.2326053014
314	0.2325142482
315	0.2324608409
316	0.232130471
317	0.2320511635
318	0.2318454513
319	0.2317570909
320	0.2316626871
321	0.2315877322
322	0.2315119873
323	0.2312952216
324	0.2312362142
325	0.2311503911
326	0.2309441049
327	0.2307575411
328	0.2307030636
329	0.2303544151
330	0.2301829833
331	0.2301358352
332	0.230065826
333	0.2300135986
334	0.2299228982
335	0.2298645426
336	0.2298055539
337	0.229707999
338	0.2296431904
339	0.2295947197
340	0.2295117557
341	0.2294564811
342	0.2293898292
343	0.2293171391
344	0.2292693037
345	0.2292019802
346	0.2291614413
347	0.2291194383
348	0.2290358899
349	0.2289753946
350	0.2289101265
351	0.228849795
352	0.2287744749
353	0.2287224411
354	0.2286473463
355	0.2285975301
356	0.228551686
357	0.2284926279
358	0.2284338189
359	0.2283772483
360	0.2282323331
361	0.2281764489
362	0.22810185
363	0.2280312365
364	0.2279657446
365	0.2279156613
366	0.2277597173
367	0.2276192801
368	0.2275677207
369	0.2274649561
370	0.2272975478
371	0.2272249273
372	0.2271339018
373	0.2270766918
374	0.2268649457
375	0.2268048441
376	0.2267493955
377	0.2266412634
378	0.2265560831
379	0.2265189644
380	0.2264713643
381	0.2263951345
382	0.2262791646
383	0.2262089762
384	0.2260805938
385	0.2259986694
386	0.2259436049
387	0.2258914407
388	0.2258452884
389	0.2257789685
390	0.2257250518
391	0.225674201
392	0.2256255001
393	0.2255823834
394	0.2255140793
395	0.2254583584
396	0.2253227787
397	0.225260391
398	0.2252159307
399	0.225180875
400	0.2251384057
401	0.2250932977
402	0.2250303628
403	0.2249860167
404	0.2249234514
405	0.2248771442
406	0.2248161434
407	0.2247700087
408	0.2247233038
409	0.224674238
410	0.224624156
411	0.2245683893
412	0.2244437984
413	0.2243973218
414	0.2243402932
415	0.224284075
416	0.2242340539
417	0.2239935184
418	0.2239541646
419	0.2238344389
420	0.2237889014
421	0.2237397174
422	0.2236823169
423	0.2236432203
424	0.2235251463
425	0.2234708146
426	0.2234132537
427	0.223273929
428	0.2232055661
429	0.2231456592
430	0.2230847521
431	0.2230124218
432	0.2229741841
433	0.2229275642
434	0.22286374
435	0.2228252595
436	0.2227931909
437	0.2227394161
438	0.2226897912
439	0.2225782621
440	0.2225116377
441	0.222466162
442	0.2224219618
443	0.2223536207
444	0.2222946016
445	0.222212146
446	0.2221577281
447	0.222122067
448	0.2220856841
449	0.2220379935
450	0.2219187135
451	0.2218820594
452	0.2218370391
453	0.2217937982
454	0.2217347636
455	0.2216857703
456	0.2216304074
457	0.2214797465
458	0.2214424322
459	0.2214056072
460	0.2213618276
461	0.2213309265
462	0.2212796985
463	0.2212135298
464	0.2211621393
465	0.2211170296
466	0.2209842198
467	0.2209535917
468	0.2209050175
469	0.220871405
470	0.2208425985
471	0.2208012019
472	0.2207599842
473	0.220719846
474	0.2206226853
475	0.2205308293
476	0.220403901
477	0.2203374132
478	0.2202961887
479	0.2202525123
480	0.2202085817
481	0.2201480161
482	0.2201154123
483	0.2200718041
484	0.2200371988
485	0.2199689439
486	0.2199131634
487	0.21986573
488	0.2197613003
489	0.2196963518
490	0.2196575905
491	0.219593967
492	0.2195605015
493	0.219506454
494	0.2194611135
495	0.2194156541
496	0.2193631612
497	0.2193357338
498	0.2192871694
499	0.219245012
500	0.2192120948
501	0.2191693535
502	0.2190609186
503	0.2190344947
504	0.2190010525
505	0.2189479035
506	0.2188893887
507	0.2188587371
508	0.2188090945
509	0.218729232
510	0.2186870368
511	0.2186331057
512	0.2185914547
513	0.2185406464
514	0.2185120401
515	0.2184810599
516	0.2184373364
517	0.2184029228
518	0.2183475451
519	0.2182974785
520	0.2182510259
521	0.2181970241
522	0.2181562891
523	0.2181126965
524	0.21807464
525	0.2180232165
526	0.2179602577
527	0.2179106297
528	0.2178424446
529	0.2177982237
530	0.2177592406
531	0.2177203397
532	0.2176868532
533	0.2176306623
534	0.217595547
535	0.2175586682
536	0.2175260464
537	0.2174857854
538	0.2174409161
539	0.2174037924
540	0.2172961401
541	0.2172504623
542	0.2172120466
543	0.2171691335
544	0.2171455462
545	0.2171079242
546	0.2170447081
547	0.2170213133
548	0.2169871026
549	0.216873263
550	0.216833299
551	0.2167889584
552	0.2167498301
553	0.2167086382
554	0.2166556897
555	0.2165187313
556	0.2163860705
557	0.216341431
558	0.2163052532
559	0.2162558603
560	0.2162135087
561	0.2161735957
562	0.2161287755
563	0.2160678444
564	0.2160387481
565	0.2159940134
566	0.215948359
567	0.2159095525
568	0.2158657146
569	0.2158155477
570	0.2157742345
571	0.2157136142
572	0.2156590728
573	0.2155647733
574	0.2155375877
575	0.2154939796
576	0.2154599166
577	0.2153540779
578	0.2152715886
579	0.2152420547
580	0.2152027601
581	0.2151598384
582	0.215091366
583	0.2150574464
584	0.2150281133
585	0.2149956729
586	0.2149536106
587	0.2149014701
588	0.2148556652
589	0.2148138097
590	0.2147736919
591	0.2147407125
592	0.2147070517
593	0.2146709132
594	0.2146393582
595	0.214620482
596	0.2145928717
597	0.2145555752
598	0.2145212675
599	0.2144678452
600	0.2144304717
601	0.2143944661
602	0.2143556726
603	0.214320581
604	0.2142841269
605	0.2142289029
606	0.2141855062
607	0.2141451412
608	0.2141167329
609	0.2140755674
610	0.2140335209
611	0.2140025324
612	0.2139640074
613	0.2139215509
614	0.2138923564
615	0.213857853
616	0.2138199832
617	0.2137531076
618	0.2137192008
619	0.2136861019
620	0.2136520329
621	0.2136137892
622	0.213527383
623	0.2134961139
624	0.213461457
625	0.2134311239
626	0.2133887717
627	0.2133492726
628	0.2133268444
629	0.2132953428
630	0.2132444135
631	0.2132034128
632	0.2131159346
633	0.213088083
634	0.2130602917
635	0.2130188787
636	0.2129762181
637	0.21294317
638	0.2129109112
639	0.2128759803
640	0.21284194
641	0.212813215
642	0.2127756024
643	0.2127478359
644	0.2127166835
645	0.2126802882
646	0.2126520001
647	0.2126108493
648	0.212573847
649	0.2125408595
650	0.2124911108
651	0.212452413
652	0.2124219745
653	0.2123523987
654	0.2122929266
655	0.2122545573
656	0.2121975202
657	0.2121576921
658	0.212128808
659	0.2120960366
660	0.2120293639
661	0.2119812742
662	0.2118833163
663	0.211846933
664	0.2118012634
665	0.2117766465
666	0.2117380429
667	0.2117004134
668	0.211662804
669	0.2116301346
670	0.211599686
671	0.2115726037
672	0.2115357459
673	0.2115053208
674	0.2114749875
675	0.211441125
676	0.2114160141
677	0.2113913706
678	0.2113640164
679	0.2113374293
680	0.2113011764
681	0.2112639411
682	0.2112323555
683	0.2112031157
684	0.2111677823
685	0.2111301269
686	0.2111050758
687	0.2110578759
688	0.2110284147
689	0.2109920043
690	0.2109650584
691	0.2109348321
692	0.2109018835
693	0.210877598
694	0.2108414852
695	0.2108048475
696	0.210765964
697	0.2107219406
698	0.2106753169
699	0.2106287478
700	0.2106005967
701	0.2105666111
702	0.2105359462
703	0.2105044676
704	0.2104390436
705	0.2103981042
706	0.2103645972
707	0.2103337451
708	0.2102975791
709	0.210265986
710	0.2102077875
711	0.2101807905
712	0.2101511351
713	0.2101192436
714	0.2100875197
715	0.2100610497
716	0.2100081471
717	0.2099736351
718	0.2099544944
719	0.2099177885
720	0.2098898868
721	0.2098620605
722	0.2098264554
723	0.2097974393
724	0.2097465793
725	0.2097102328
726	0.209676132
727	0.2096431588
728	0.2096150168
729	0.2095842049
730	0.2095476584
731	0.2095185148
732	0.2094844475
733	0.2092770699
734	0.209241368
735	0.2092053695
736	0.2091608098
737	0.2091271785
738	0.2090259725
739	0.2089867434
740	0.208950885
741	0.2089186238
742	0.208899563
743	0.2088097519
744	0.2087737673
745	0.2087462213
746	0.2087085062
747	0.2086768675
748	0.2086239189
749	0.2085935859
750	0.2085569074
751	0.2085174019
752	0.208453806
753	0.2084164595
754	0.2083884032
755	0.2083559779
756	0.2083331994
757	0.2083052009
758	0.2082749335
759	0.2082428653
760	0.2081914184
761	0.2081540609
762	0.2081094098
763	0.2080875084
764	0.2080504236
765	0.2080222612
766	0.208001184
767	0.2079694755
768	0.2079379032
769	0.2079184704
770	0.2078958282
771	0.2078721205
772	0.2078368415
773	0.2077915714
774	0.2077504498
775	0.2077213929
776	0.2076768089
777	0.2076479069
778	0.2076201568
779	0.2075921632
780	0.207559604
781	0.2075101882
782	0.2074754154
783	0.2074058118
784	0.2073795319
785	0.2073402544
786	0.2073079
787	0.2072660644
788	0.2072246021
789	0.2071923504
790	0.2071689879
791	0.2071384592
792	0.2070822793
793	0.2070665908
794	0.2070485892
795	0.2070298834
796	0.2069981596
797	0.2069677648
798	0.2069409775
799	0.2069050655
800	0.206865977
801	0.2068307969
802	0.2068028729
803	0.2067582863
804	0.2067396426
805	0.2067099822
806	0.2066862765
807	0.2066602019
808	0.2066308103
809	0.2066042135
810	0.2065742589
811	0.2065429536
812	0.2065135816
813	0.2064881966
814	0.2064656549
815	0.2064397696
816	0.2063582262
817	0.2062906495
818	0.2062637285
819	0.2062314278
820	0.2061952195
821	0.2061636267
822	0.2061334373
823	0.2061097543
824	0.2060783027
825	0.2060516779
826	0.2060248139
827	0.2059953387
828	0.20595963
829	0.2059375568
830	0.2059051193
831	0.2058693165
832	0.2058342738
833	0.2057851982
834	0.2057556703
835	0.2057238982
836	0.2056939262
837	0.2056671594
838	0.2056451904
839	0.2055994371
840	0.2055748098
841	0.2055417583
842	0.2055130308
843	0.2054840511
844	0.2054556854
845	0.2054238688
846	0.2053971363
847	0.2053722661
848	0.2053501917
849	0.2053258338
850	0.2053013147
851	0.2052709134
852	0.2052423174
853	0.2052256073
854	0.2051893944
855	0.2051364067
856	0.2051031161
857	0.2050692681
858	0.2050407234
859	0.2049774945
860	0.204913708
861	0.2048879779
862	0.2048344692
863	0.204816013
864	0.2047887877
865	0.2047604982
866	0.2047308936
867	0.2047159564
868	0.2046745302
869	0.2046542098
870	0.2046114209
871	0.2045847805
872	0.2045591234
873	0.2045163354
874	0.2044845247
875	0.2044637682
876	0.2044230412
877	0.2043882647
878	0.2043563885
879	0.2043286325
880	0.2042964941
881	0.2042600931
882	0.2042289565
883	0.2042012546
884	0.204171113
885	0.2041530697
886	0.2041307537
887	0.2041072077
888	0.2040742711
889	0.2040433706
890	0.2040112066
891	0.2039868604
892	0.2039659983
893	0.2039357335
894	0.2038964578
895	0.2038606194
896	0.2038319129
897	0.2038110532
898	0.2037792101
899	0.2037463623
900	0.203721566
901	0.2036926869
902	0.2036654206
903	0.2036435934
904	0.2036180698
905	0.2035881467
906	0.2035551408
907	0.2035221615
908	0.2034981942
909	0.2034648018
910	0.2033344683
911	0.2033130233
912	0.2032875277
913	0.2032394193
914	0.2032138053
915	0.2031925601
916	0.2030970371
917	0.2030652762
918	0.2030306797
919	0.2029646623
920	0.2029042141
921	0.2028780997
922	0.202796071
923	0.2027593807
924	0.2027354818
925	0.202712145
926	0.2026768106
927	0.2026543732
928	0.2026156484
929	0.2025938462
930	0.2025686592
931	0.2025524003
932	0.2025240612
933	0.2025010218
934	0.2024709039
935	0.2024428731
936	0.2024178054
937	0.2023841142
938	0.2023549706
939	0.2023215602
940	0.2023023824
941	0.202281642
942	0.2022534829
943	0.2022283458
944	0.202200137
945	0.2021682741
946	0.202136754
947	0.2021121998
948	0.2020880023
949	0.2020611489
950	0.2020338022
951	0.2019532096
952	0.2019162206
953	0.201886974
954	0.2018640201
955	0.2018299166
956	0.2018081647
957	0.201769089
958	0.2017415835
959	0.2017210895
960	0.2016977442
961	0.2016702201
962	0.2016465039
963	0.2016214432
964	0.2015870509
965	0.2015508816
966	0.201515205
967	0.2014842161
968	0.2014583334
969	0.2014272001
970	0.2013989607
971	0.2013165188
972	0.2012906341
973	0.2012577176
974	0.2012237798
975	0.2011901383
976	0.2011718455
977	0.201144921
978	0.2011221935
979	0.2010873592
980	0.2010561912
981	0.2010287823
982	0.2009692132
983	0.2009402472
984	0.2009136956
985	0.2008861298
986	0.2008647447
987	0.2008460528
988	0.2008207131
989	0.2007947171
990	0.2007636156
991	0.2006711753
992	0.2006472063
993	0.2006162287
994	0.2005796982
995	0.2005622357
996	0.2005386753
997	0.2005146131
998	0.2004881008
999	0.2004652468
1000	0.2004380168
1001	0.200402724
1002	0.2003781078
1003	0.200362255
1004	0.2003408765
1005	0.2003166942
1006	0.200295027
1007	0.2002677179
1008	0.200246816
1009	0.2002257674
1010	0.2001990438
1011	0.2001573099
1012	0.200132411
1013	0.2000993843
1014	0.2000790904
1015	0.2000572295
1016	0.2000355313
1017	0.2000040625
1018	0.1999768755
1019	0.1999442556
1020	0.199920445
1021	0.1998509517
1022	0.1998268104
1023	0.1997952556
1024	0.1997568955
1025	0.1997312366
1026	0.1997064899
1027	0.1996740367
1028	0.1996544084
1029	0.1996294763
1030	0.1996072947
1031	0.1995737228
1032	0.1995390499
1033	0.1995108684
1034	0.1994878261
1035	0.1994611795
1036	0.199437219
1037	0.199403284
1038	0.1993698424
1039	0.1993375849
1040	0.1993110435
1041	0.1992904798
1042	0.1992514561
1043	0.1992385564
1044	0.1991951191
1045	0.1991633599
1046	0.1991367574
1047	0.1991179932
1048	0.1990926433
1049	0.1990671947
1050	0.1990352844
1051	0.1990020587
1052	0.1989826666
1053	0.1989636018
1054	0.1989427325
1055	0.1989102126
1056	0.1988850894
1057	0.1988592049
1058	0.1988290865
1059	0.1987734319
1060	0.1987540139
1061	0.1987216497
1062	0.1986996949
1063	0.1986796757
1064	0.1986551045
1065	0.1986234011
1066	0.1985948517
1067	0.1985675949
1068	0.1985398891
1069	0.1985158473
1070	0.1984936609
1071	0.1984659706
1072	0.1984462677
1073	0.1984166868
1074	0.1983882767
1075	0.1983653665
1076	0.198342208
1077	0.1983214984
1078	0.1983010653
1079	0.1982698192
1080	0.1982386913
1081	0.1982195254
1082	0.1981944263
1083	0.1981604874
1084	0.1981344058
1085	0.19810461
1086	0.1980856596
1087	0.1980510365
1088	0.1980215499
1089	0.1979893443
1090	0.1979656848
1091	0.1979442838
1092	0.1979238431
1093	0.1978729054
1094	0.1978498073
1095	0.197820934
1096	0.1977931888
1097	0.19777092
1098	0.1977519651
1099	0.197726682
1100	0.1977021494
1101	0.1976658871
1102	0.1976360576
1103	0.1976130103
1104	0.1975673649
1105	0.1975375657
1106	0.1975150009
1107	0.1974960186
1108	0.1974746842
1109	0.197445478
1110	0.197425123
1111	0.1974100886
1112	0.1973762914
1113	0.1973510331
1114	0.1973196294
1115	0.1972983454
1116	0.1972682539
1117	0.1972513784
1118	0.1972248962
1119	0.1972018313
1120	0.1971776935
1121	0.1971478516
1122	0.1970827402
1123	0.1970450812
1124	0.197023785
1125	0.1969937863
1126	0.1969660916
1127	0.1969391756
1128	0.1969110884
1129	0.1968830385
1130	0.1968641556
1131	0.1968446387
1132	0.1968255434
1133	0.1967954094
1134	0.1967762238
1135	0.1967510482
1136	0.1967361614
1137	0.1967193458
1138	0.1966935842
1139	0.1966667649
1140	0.1966435024
1141	0.1966222565
1142	0.1966023002
1143	0.1965675741
1144	0.1965425622
1145	0.1965228163
1146	0.1964904625
1147	0.1964663361
1148	0.1964355906
1149	0.196403818
1150	0.1963768928
1151	0.1963560326
1152	0.1963292933
1153	0.1963075257
1154	0.1962835069
1155	0.1962619644
1156	0.1962412536
1157	0.196216685
1158	0.1962006661
1159	0.196177872
1160	0.1961569307
1161	0.1961364585
1162	0.1961093943
1163	0.1960797327
1164	0.196054516
1165	0.1960355556
1166	0.1959794814
1167	0.1959500668
1168	0.1959271123
1169	0.1959049543
1170	0.1958754425
1171	0.1958504869
1172	0.1958321717
1173	0.1958018464
1174	0.1957793116
1175	0.1957486747
1176	0.1957120472
1177	0.1956611885
1178	0.1956368035
1179	0.1956125041
1180	0.1955685138
1181	0.1955423548
1182	0.1955128305
1183	0.195489769
1184	0.1954631949
1185	0.1954395121
1186	0.1954079134
1187	0.1953842428
1188	0.1953598259
1189	0.1953148229
1190	0.1952894619
1191	0.1952634077
1192	0.1952397621
1193	0.195214011
1194	0.1951806837
1195	0.195150041
1196	0.195129006
1197	0.195110453
1198	0.1950753911
1199	0.1950595988
1200	0.1950393758
1201	0.1950143321
1202	0.1949916735
1203	0.1949707136
1204	0.1949504196
1205	0.194926363
1206	0.1949078331
1207	0.1948788981
1208	0.1948453251
1209	0.1948172675
1210	0.1947880567
1211	0.1947604429
1212	0.1947293669
1213	0.1947063694
1214	0.194686565
1215	0.1946554523
1216	0.1946334227
1217	0.1945969984
1218	0.1945632306
1219	0.1945443326
1220	0.1945205652
1221	0.1945024753
1222	0.1944350111
1223	0.1944175305
1224	0.194375947
1225	0.1943594665
1226	0.1943418002
1227	0.194326339
1228	0.1942957963
1229	0.1942694968
1230	0.1942415029
1231	0.1942175462
1232	0.1941931407
1233	0.1941659104
1234	0.1941446707
1235	0.1941181791
1236	0.1940924001
1237	0.19407333
1238	0.1940446268
1239	0.1940244377
1240	0.1939986655
1241	0.1939730096
1242	0.1939466619
1243	0.1938994071
1244	0.1938797498
1245	0.1938563569
1246	0.1938352618
1247	0.1938082073
1248	0.1937807852
1249	0.1937575332
1250	0.1937414931
1251	0.1937214501
1252	0.1936945273
1253	0.1936702836
1254	0.1936241548
1255	0.1935950353
1256	0.1935627492
1257	0.1935429734
1258	0.1935211793
1259	0.1935040286
1260	0.1934810194
1261	0.193460144
1262	0.1934373957
1263	0.1934107865
1264	0.1933898189
1265	0.1933674723
1266	0.1933506463
1267	0.1933287891
1268	0.1933002269
1269	0.19328275
1270	0.1932554502
1271	0.1932364819
1272	0.1932034486
1273	0.1931779045
1274	0.1931561329
1275	0.1931379257
1276	0.1931233101
1277	0.1931071103
1278	0.1930851698
1279	0.1930738895
1280	0.1930526265
1281	0.1930379344
1282	0.1930084021
1283	0.1929708511
1284	0.1929360861
1285	0.1929084483
1286	0.1928876342
1287	0.1928699031
1288	0.1928465689
1289	0.1928383427
1290	0.1928087741
1291	0.1927901764
1292	0.1927662858
1293	0.1927414873
1294	0.1927167857
1295	0.1926895724
1296	0.192668476
1297	0.1926363878
1298	0.1926109685
1299	0.1925827577
1300	0.1925558872
1301	0.1925193886
1302	0.1924916485
1303	0.1924727737
1304	0.1924521716
1305	0.1924372739
1306	0.1924144892
1307	0.1923916107
1308	0.1923731151
1309	0.1923430916
1310	0.1923186292
1311	0.1923008346
1312	0.1922769041
1313	0.1922504476
1314	0.1922319298
1315	0.1922093637
1316	0.192191373
1317	0.1921156708
1318	0.1920905572
1319	0.1920720362
1320	0.1920409125
1321	0.1920153424
1322	0.1919991874
1323	0.1919773319
1324	0.191951445
1325	0.1919362856
1326	0.1919065534
1327	0.1918878172
1328	0.1918694453
1329	0.1917982383
1330	0.1917678606
1331	0.1917501726
1332	0.1917322714
1333	0.1917017995
1334	0.191688725
1335	0.1916606479
1336	0.191646895
1337	0.1916259424
1338	0.1916062493
1339	0.1915776963
1340	0.1915558496
1341	0.1914799772
1342	0.1914591391
1343	0.1914367763
1344	0.1914137862
1345	0.1913839304
1346	0.1913554587
1347	0.1913308778
1348	0.1913048974
1349	0.1912874155
1350	0.1912550349
1351	0.1912454984
1352	0.1912269005
1353	0.1912000792
1354	0.1911697169
1355	0.1911472812
1356	0.1911211585
1357	0.1911005982
1358	0.1910804251
1359	0.1910552251
1360	0.191011118
1361	0.1909832352
1362	0.1909712558
1363	0.1909533725
1364	0.1909350285
1365	0.1909040825
1366	0.1908831446
1367	0.190870462
1368	0.1908506762
1369	0.1908355483
1370	0.1908121134
1371	0.1907775496
1372	0.1907607652
1373	0.1907407212
1374	0.1907117111
1375	0.190687417
1376	0.190663713
1377	0.190641731
1378	0.1906143606
1379	0.1905890565
1380	0.1905752862
1381	0.1905452647
1382	0.1905323917
1383	0.1905168248
1384	0.1904894994
1385	0.1904700623
1386	0.1904470076
1387	0.1904250387
1388	0.1903968961
1389	0.1903365426
1390	0.1903201702
1391	0.1902938618
1392	0.1902769287
1393	0.1902638907
1394	0.1902432905
1395	0.1902220942
1396	0.1901938982
1397	0.1901728384
1398	0.1901431928
1399	0.1901276494
1400	0.1901091231
1401	0.1900860226
1402	0.190060751
1403	0.1900398413
1404	0.1900199118
1405	0.1899732743
1406	0.1899559175
1407	0.1899279964
1408	0.189900134
1409	0.189873399
1410	0.1898563806
1411	0.1898366832
1412	0.1898121013
1413	0.1897877702
1414	0.1897706488
1415	0.1897489888
1416	0.189733242
1417	0.1897174967
1418	0.1896912327
1419	0.189665013
1420	0.1896399036
1421	0.1896137266
1422	0.189593474
1423	0.1895630591
1424	0.1895405984
1425	0.1895044975
1426	0.1894734666
1427	0.1894526429
1428	0.1894340906
1429	0.189423345
1430	0.1893949723
1431	0.1893793898
1432	0.1893578532
1433	0.1893398907
1434	0.1893179372
1435	0.1892972991
1436	0.1892718571
1437	0.1892523681
1438	0.1892358141
1439	0.1892126034
1440	0.1891848486
1441	0.1891713296
1442	0.1891473343
1443	0.1891279541
1444	0.1891148103
1445	0.1890926962
1446	0.1890743966
1447	0.1890470289
1448	0.1890059478
1449	0.1889851262
1450	0.1889674704
1451	0.188949521
1452	0.188936158
1453	0.1889198142
1454	0.188892103
1455	0.1888745293
1456	0.1888592363
1457	0.1888402752
1458	0.1888216874
1459	0.1888068744
1460	0.1887795278
1461	0.1887545324
1462	0.1887388038
1463	0.1887221552
1464	0.1887042221
1465	0.1886822257
1466	0.1886569563
1467	0.1886340898
1468	0.188612439
1469	0.1885740874
1470	0.1885554725
1471	0.1884938345
1472	0.1884606791
1473	0.1884373322
1474	0.1884165139
1475	0.1883955271
1476	0.1883752213
1477	0.188357068
1478	0.1883275192
1479	0.1883107049
1480	0.1882902658
1481	0.1882697539
1482	0.1882487792
1483	0.1882276932
1484	0.1882099018
1485	0.1881847532
1486	0.1881678174
1487	0.1881523367
1488	0.1881350293
1489	0.1881186396
1490	0.1880980556
1491	0.1880781799
1492	0.188051962
1493	0.1880387422
1494	0.1880253514
1495	0.1879888752
1496	0.1879694658
1497	0.1879478498
1498	0.1879258789
1499	0.1879040025
1500	0.1878796286
1501	0.1878571656
1502	0.1878376369
1503	0.1878135436
1504	0.1877960732
1505	0.1877723854
1506	0.1877512513
1507	0.1877396177
1508	0.1877255254
1509	0.1876933677
1510	0.1876720185
1511	0.1876488493
1512	0.1876279593
1513	0.1876025615
