iter	Logloss
1514	0.1875810703
1515	0.1875583832
1516	0.1875092738
1517	0.1874879816
1518	0.1874554116
1519	0.1874331836
1520	0.1874084203
1521	0.1873796063
1522	0.1873596244
1523	0.1873480038
1524	0.1873320438
1525	0.1873134558
1526	0.187288375
1527	0.1872678968
1528	0.1872498191
1529	0.1872173978
1530	0.187193205
1531	0.1871737012
1532	0.1871497975
1533	0.1871308174
1534	0.1871076462
1535	0.1870865245
1536	0.1870704786
1537	0.1870552847
1538	0.1870340891
1539	0.1870190393
1540	0.1869954972
1541	0.1869829549
1542	0.186969501
1543	0.186956605
1544	0.1869293794
1545	0.1869055861
1546	0.1868842536
1547	0.1868603079
1548	0.1868427156
1549	0.1868100718
1550	0.186782892
1551	0.1867577184
1552	0.1867347964
1553	0.186712763
1554	0.1866969404
1555	0.1866730991
1556	0.1866492566
1557	0.1866181461
1558	0.186601924
1559	0.1865804599
1560	0.1865612179
1561	0.1865432042
1562	0.1865236285
1563	0.1865048721
1564	0.1864793016
1565	0.186457115
1566	0.1864292513
1567	0.1864115804
1568	0.1863972844
1569	0.1863830394
1570	0.1863611115
1571	0.1863440292
1572	0.1863277706
1573	0.1863150064
1574	0.1862867208
1575	0.1862644583
1576	0.1862430252
1577	0.1862198196
1578	0.186196497
1579	0.1861726156
1580	0.1861565831
1581	0.1861440821
1582	0.1861192238
1583	0.1860927378
1584	0.1860695053
1585	0.1860429588
1586	0.1860217206
1587	0.1859996956
1588	0.1859796759
1589	0.1859623248
1590	0.1859437328
1591	0.1859238225
1592	0.1858920835
1593	0.1858679872
1594	0.1858253967
1595	0.1858002898
1596	0.1857820757
1597	0.1857584001
1598	0.185738943
1599	0.185714758
1600	0.1856901841
1601	0.185675152
1602	0.1856521716
1603	0.1856285932
1604	0.185609227
1605	0.185595285
1606	0.1855771543
1607	0.1855584249
1608	0.1855355558
1609	0.1855171516
1610	0.1855044313
1611	0.1854798293
1612	0.1854535118
1613	0.1854344208
1614	0.1854088702
1615	0.1853775797
1616	0.1853556161
1617	0.1853360102
1618	0.1853178056
1619	0.1852683943
1620	0.1852397176
1621	0.185210362
1622	0.1851843341
1623	0.1851620457
1624	0.185144867
1625	0.1851206284
1626	0.1851065965
1627	0.1850904043
1628	0.1850678377
1629	0.1850440129
1630	0.1850356119
1631	0.1850194912
1632	0.1849953544
1633	0.1849838321
1634	0.1849631601
1635	0.1849377928
1636	0.1849157463
1637	0.1848922782
1638	0.184871962
1639	0.1848497626
1640	0.18482719
1641	0.1848001972
1642	0.1847825468
1643	0.1847645157
1644	0.1847491319
1645	0.1847243652
1646	0.1846969702
1647	0.1846768226
1648	0.1846524198
1649	0.1846038187
1650	0.18458632
1651	0.1845671817
1652	0.1845491663
1653	0.1845283373
1654	0.1845047999
1655	0.1844732471
1656	0.1844503773
1657	0.1844308289
1658	0.1844150276
1659	0.1843932741
1660	0.1843692066
1661	0.1843413189
1662	0.1842840562
1663	0.1842643722
1664	0.1842457771
1665	0.1842050397
1666	0.1841764315
1667	0.1841556543
1668	0.1841286852
1669	0.1841115639
1670	0.1840927902
1671	0.18404111
1672	0.1840188726
1673	0.1840055163
1674	0.1839721567
1675	0.1839512409
1676	0.1839194957
1677	0.183894356
1678	0.1838652408
1679	0.1838494929
1680	0.1838271489
1681	0.1838073253
1682	0.1837873275
1683	0.1837697793
1684	0.1837511346
1685	0.1837386424
1686	0.1837261663
1687	0.1837091242
1688	0.1836835406
1689	0.183658877
1690	0.1836397236
1691	0.1836195377
1692	0.1836051714
1693	0.1835933266
1694	0.1835691172
1695	0.183544732
1696	0.1835174673
1697	0.1834955672
1698	0.1834794483
1699	0.1834548761
1700	0.1834361713
1701	0.183418831
1702	0.1833947635
1703	0.1833723798
1704	0.1833581408
1705	0.1833389223
1706	0.1833226091
1707	0.1833009136
1708	0.1832804057
1709	0.1832691083
1710	0.1832522052
1711	0.1832353164
1712	0.1832218254
1713	0.1832075952
1714	0.1831850828
1715	0.1831681078
1716	0.1831544415
1717	0.183139276
1718	0.1831257308
1719	0.1830978902
1720	0.1830803977
1721	0.183060135
1722	0.1830421752
1723	0.183021955
1724	0.1830021635
1725	0.1829787054
1726	0.1829536595
1727	0.1829346874
1728	0.1829066316
1729	0.1828873487
1730	0.1828731864
1731	0.182855163
1732	0.1828399038
1733	0.182827122
1734	0.182805185
1735	0.1827715806
1736	0.1826895002
1737	0.1826745676
1738	0.1826544244
1739	0.1826267576
1740	0.1826057621
1741	0.1825848321
1742	0.1825705318
1743	0.1825370352
1744	0.1825122281
1745	0.182498106
1746	0.1824890954
1747	0.1824658325
1748	0.182445882
1749	0.1824285232
1750	0.1824014743
1751	0.182379063
1752	0.1823625317
1753	0.18233789
1754	0.1823207738
1755	0.1822934235
1756	0.1822849754
1757	0.1822676018
1758	0.1822412535
1759	0.1822203101
1760	0.1821982068
1761	0.1821810432
1762	0.1821625276
1763	0.1821502601
1764	0.1821303409
1765	0.1821139237
1766	0.1820961928
1767	0.1820739706
1768	0.1820515593
1769	0.1820263535
1770	0.1820111728
1771	0.1819807095
1772	0.1819607033
1773	0.1819349118
1774	0.1819256485
1775	0.1819033104
1776	0.1818827518
1777	0.181867744
1778	0.1818479057
1779	0.1818234591
1780	0.1818011885
1781	0.1817816047
1782	0.1817620165
1783	0.1817460576
1784	0.1817233696
1785	0.1817048492
1786	0.1816826136
1787	0.1816610245
1788	0.1816235539
1789	0.1815976787
1790	0.1815825037
1791	0.1815756592
1792	0.1815562139
1793	0.1815432539
1794	0.1815236238
1795	0.1815052206
1796	0.1814916269
1797	0.1814712587
1798	0.1814488239
1799	0.1814238244
1800	0.1814026607
1801	0.1813839286
1802	0.1813612175
1803	0.1813384948
1804	0.1813134545
1805	0.1812939924
1806	0.1812770938
1807	0.1812555601
1808	0.1812371839
1809	0.1812208939
1810	0.1812001704
1811	0.1811779122
1812	0.181165433
1813	0.1811511204
1814	0.1811381817
1815	0.1811211625
1816	0.1811008853
1817	0.1810828718
1818	0.1810556369
1819	0.1810370067
1820	0.1810210951
1821	0.1809990396
1822	0.1809807364
1823	0.1809648041
1824	0.1809508843
1825	0.1809323547
1826	0.1809110653
1827	0.1808894993
1828	0.1808701992
1829	0.1808511158
1830	0.180831615
1831	0.1808200824
1832	0.1808079015
1833	0.1807846781
1834	0.1807687841
1835	0.1807541737
1836	0.1807356778
1837	0.1807112993
1838	0.1806936075
1839	0.1806706098
1840	0.1806547312
1841	0.1806354345
1842	0.1806155387
1843	0.1806027006
1844	0.180587666
1845	0.1805709136
1846	0.1805576218
1847	0.1805363523
1848	0.1805233065
1849	0.1805102891
1850	0.1804724149
1851	0.1804553637
1852	0.1804372145
1853	0.1804197786
1854	0.1803974997
1855	0.1803768112
1856	0.1803558597
1857	0.1803437298
1858	0.1803202455
1859	0.1802927126
1860	0.1802748291
1861	0.1802574738
1862	0.1802318808
1863	0.1802145824
1864	0.1802026474
1865	0.1801812486
1866	0.1801628333
1867	0.1801501308
1868	0.1801284563
1869	0.18010717
1870	0.1800891674
1871	0.1800603457
1872	0.1800499082
1873	0.1800275346
1874	0.1800155657
1875	0.1799992906
1876	0.1799825175
1877	0.1799678649
1878	0.1799550837
1879	0.1799322437
1880	0.1799161062
1881	0.179901602
1882	0.1798853821
1883	0.1798709864
1884	0.1798495636
1885	0.1798286991
1886	0.1798175928
1887	0.1797975861
1888	0.1797866857
1889	0.1797674509
1890	0.1797535582
1891	0.1797351227
1892	0.1797175539
1893	0.1796961692
1894	0.1796808608
1895	0.1796635055
1896	0.1796459901
1897	0.179628577
1898	0.1796119841
1899	0.1795884044
1900	0.1795610918
1901	0.1795433595
1902	0.1795167829
1903	0.1794992687
1904	0.1794741934
1905	0.1794503245
1906	0.1794267279
1907	0.1794044039
1908	0.1793615027
1909	0.1793482827
1910	0.1793280306
1911	0.1793023682
1912	0.1792805889
1913	0.1792575544
1914	0.1792354182
1915	0.1792147324
1916	0.1791842893
1917	0.1791700776
1918	0.1791580291
1919	0.179140567
1920	0.1791235267
1921	0.1791014212
1922	0.1790750076
1923	0.179045961
1924	0.1790258902
1925	0.1789982486
1926	0.1789682686
1927	0.1789528873
1928	0.1789374961
1929	0.178923871
1930	0.17891133
1931	0.1788867005
1932	0.1788714355
1933	0.1788592579
1934	0.1788364688
1935	0.1788124883
1936	0.1787935544
1937	0.1787806879
1938	0.1787610966
1939	0.1787437037
1940	0.1787224925
1941	0.1787054774
1942	0.1786791507
1943	0.1786603172
1944	0.1786459326
1945	0.1786215738
1946	0.1786020936
1947	0.1785825193
1948	0.1785724739
1949	0.1785488801
1950	0.1785303646
1951	0.1785120654
1952	0.1784919252
1953	0.1784738139
1954	0.1784575348
1955	0.1784294531
1956	0.1784156608
1957	0.1784064943
1958	0.1783878297
1959	0.1783767965
1960	0.178354505
1961	0.1783368519
1962	0.1783209746
1963	0.1782983
1964	0.1782770139
1965	0.1782585306
1966	0.1782414497
1967	0.1782231317
1968	0.1782098437
1969	0.1781902404
1970	0.1781677469
1971	0.1781476447
1972	0.1781309543
1973	0.1781174167
1974	0.1780939846
1975	0.1780730134
1976	0.1780534405
1977	0.1780349561
1978	0.1780123253
1979	0.1779925759
1980	0.1779439859
1981	0.1779200032
1982	0.1778999641
1983	0.1778758479
1984	0.1778568527
1985	0.1778443236
1986	0.1778292234
1987	0.1778146626
1988	0.1777919248
1989	0.1777733021
1990	0.1777636898
1991	0.1777456929
1992	0.1777337084
1993	0.1777158427
1994	0.1776996106
1995	0.1776833144
1996	0.1776627164
1997	0.1776242431
1998	0.1776013588
1999	0.1775808132
